Chr	start	end	C_count	CT_count
chr1	21000000	21100000	1242	47812
chr1	21100000	21200000	815	42391
chr1	21200000	21300000	1075	26489
chr1	21300000	21400000	1902	38173
chr1	21400000	21500000	4133	52725
chr1	21500000	21600000	857	56289
chr1	21600000	21700000	2358	41521
chr1	21700000	21800000	7735	33908
chr1	21800000	21900000	431	25865
chr1	21900000	22000000	770	43882
chr1	22000000	22100000	1205	49317
chr1	22100000	22200000	4106	45190
chr1	22200000	22300000	687	50144
chr1	22300000	22400000	275	53645
chr1	22400000	22500000	738	53207
chr1	22500000	22600000	596	47688
chr1	22600000	22700000	1324	47063
chr1	22700000	22800000	993	45682
chr1	22800000	22900000	1261	39239
chr1	22900000	23000000	294	51726
chr1	23000000	23100000	890	43279
chr1	23100000	23200000	1327	36923
chr1	23200000	23300000	1950	43047
chr1	23300000	23400000	568	45901
chr1	23400000	23500000	545	46048
chr1	23500000	23600000	3142	52846
chr1	23600000	23700000	657	53516
chr1	23700000	23800000	542	46963
chr1	23800000	23900000	704	53475
chr1	23900000	24000000	2259	49593
chr1	24000000	24100000	801	51131
chr1	24100000	24200000	560	56629
chr1	24200000	24300000	1266	48340
chr1	24300000	24400000	1480	45263
chr1	24400000	24500000	1509	43863
chr1	24500000	24600000	626	37201
chr1	24600000	24700000	836	37510
chr1	24700000	24800000	1006	35693
chr1	24800000	24900000	1224	41889
chr1	24900000	25000000	422	44943
chr1	25000000	25100000	990	51568
chr1	25100000	25200000	3251	53903
chr1	25200000	25300000	676	50481
chr1	25300000	25400000	328	49812
chr1	25400000	25500000	1070	49676
chr1	25500000	25600000	353	42986
chr1	25600000	25700000	1252	36502
chr1	25700000	25800000	1258	44522
chr1	25800000	25900000	313	46954
chr1	25900000	26000000	652	52012
chr1	26000000	26100000	582	53372
chr1	26100000	26200000	520	45878
chr1	26200000	26300000	188	44210
chr1	26300000	26400000	4540	45128
chr1	26400000	26500000	237	48460
chr1	26500000	26600000	343	46812
chr1	26600000	26700000	306	47256
chr1	26700000	26800000	787	42701
chr1	26800000	26900000	607	56803
chr1	26900000	27000000	310	50771
chr1	27000000	27100000	713	46219
chr1	27100000	27200000	265	49298
chr1	27200000	27300000	238	57734
chr1	27300000	27400000	221	56056
chr1	27400000	27500000	617	57689
chr1	27500000	27600000	762	52415
chr1	27600000	27700000	750	49233
chr1	27700000	27800000	237	55327
chr1	27800000	27900000	226	56767
chr1	27900000	28000000	397	56937
chr1	28000000	28100000	182	50449
chr1	28100000	28200000	490	58685
chr1	28200000	28300000	335	55870
chr1	28300000	28400000	610	40004
chr1	28400000	28500000	413	48886
chr1	28500000	28600000	728	50951
chr1	28600000	28700000	187	52722
chr1	28700000	28800000	326	52849
chr1	28800000	28900000	411	55624
chr1	28900000	29000000	602	50403
chr1	29000000	29100000	307	58778
chr1	29100000	29200000	240	58789
chr1	29200000	29300000	660	48343
chr1	29300000	29400000	805	45266
chr1	29400000	29500000	1634	46083
chr1	29500000	29600000	463	55285
chr1	29600000	29700000	287	55983
chr1	29700000	29800000	380	55916
chr1	29800000	29900000	271	56908
chr1	29900000	30000000	302	57937
chr1	30000000	30100000	210	63762
chr1	30100000	30200000	141	55864
chr1	30200000	30300000	503	54106
chr1	30300000	30400000	184	57576
chr1	30400000	30427671	441	16468
chr2	0	100000	4062	58505
chr2	100000	200000	2132	51616
chr2	200000	300000	1346	44086
chr2	300000	400000	1236	48322
chr2	400000	500000	1581	42954
chr2	500000	600000	8851	42744
chr2	600000	700000	1942	43921
chr2	700000	800000	2480	43747
chr2	800000	900000	3779	43132
chr2	900000	1000000	3238	50482
chr2	1000000	1100000	1997	43058
chr2	1100000	1200000	3317	46303
chr2	1200000	1300000	8450	39469
chr2	1300000	1400000	6446	34378
chr2	1400000	1500000	8477	46614
chr2	1500000	1600000	3587	44945
chr2	1600000	1700000	8611	43306
chr2	1700000	1800000	12056	43538
chr2	1800000	1900000	15795	50030
chr2	1900000	2000000	8271	43763
chr2	2000000	2100000	14371	44334
chr2	2100000	2200000	16846	48926
chr2	2200000	2300000	14931	43108
chr2	2300000	2400000	10213	46776
chr2	2400000	2500000	23946	56367
chr2	2500000	2600000	12890	41856
chr2	2600000	2700000	16547	41624
chr2	2700000	2800000	15001	45447
chr2	2800000	2900000	15899	48191
chr2	2900000	3000000	11761	46837
chr2	3000000	3100000	21854	57255
chr2	3100000	3200000	16435	49039
chr2	3200000	3300000	13486	33590
chr2	3300000	3400000	7093	33040
chr2	3400000	3500000	2884	20136
chr2	3500000	3600000	17487	48643
chr2	3600000	3700000	21169	58606
chr2	3700000	3800000	13311	44249
chr2	3800000	3900000	22112	50230
chr2	3900000	4000000	21618	50775
chr2	4000000	4100000	20292	46987
chr2	4100000	4200000	19449	48851
chr2	4200000	4300000	18444	49555
chr2	4300000	4400000	17496	46357
chr2	4400000	4500000	18058	54353
chr2	4500000	4600000	17135	49311
chr2	4600000	4700000	20395	47335
chr2	4700000	4800000	16555	46428
chr2	4800000	4900000	8289	42317
chr2	4900000	5000000	19017	44130
chr2	5000000	5100000	17860	48820
chr2	5100000	5200000	18158	49141
chr2	5200000	5300000	14015	34446
chr2	5300000	5400000	20190	51141
chr2	5400000	5500000	6725	36815
chr2	5500000	5600000	12356	45578
chr2	5600000	5700000	19259	59494
chr2	5700000	5800000	13326	46350
chr2	5800000	5900000	13440	41967
chr2	5900000	6000000	13316	45155
chr2	6000000	6100000	10098	41662
chr2	6100000	6200000	14019	48049
chr2	6200000	6300000	12378	43700
chr2	6300000	6400000	8082	39714
chr2	6400000	6500000	15135	43649
chr2	6500000	6600000	14234	41813
chr2	6600000	6700000	7864	41797
chr2	6700000	6800000	21118	53764
chr2	6800000	6900000	12349	46580
chr2	6900000	7000000	18325	55143
chr2	7000000	7100000	7148	46362
chr2	7100000	7200000	7462	49975
chr2	7200000	7300000	11962	49150
chr2	7300000	7400000	1581	48320
chr2	7400000	7500000	5288	50858
chr2	7500000	7600000	1947	50195
chr2	7600000	7700000	3073	57467
chr2	7700000	7800000	6127	57087
chr2	7800000	7900000	1090	43213
chr2	7900000	8000000	1136	45314
chr2	8000000	8100000	2625	38571
chr2	8100000	8200000	1397	51647
chr2	8200000	8300000	3834	46580
chr2	8300000	8400000	2273	54136
chr2	8400000	8500000	1339	51149
chr2	8500000	8600000	5992	49063
chr2	8600000	8700000	998	53482
chr2	8700000	8800000	635	57942
chr2	8800000	8900000	4929	52842
chr2	8900000	9000000	3425	53646
chr2	9000000	9100000	1333	47891
chr2	9100000	9200000	7382	62537
chr2	9200000	9300000	1247	55345
chr2	9300000	9400000	2213	48211
chr2	9400000	9500000	2571	48130
chr2	9500000	9600000	1755	46647
chr2	9600000	9700000	1811	45139
chr2	9700000	9800000	932	38411
chr2	9800000	9900000	991	41677
chr2	9900000	10000000	825	48455
chr2	10000000	10100000	1183	38415
chr2	10100000	10200000	877	41699
chr2	10200000	10300000	1340	51395
chr2	10300000	10400000	2393	53326
chr2	10400000	10500000	2016	48626
chr2	10500000	10600000	4642	46902
chr2	10600000	10700000	7036	44699
chr2	10700000	10800000	898	47953
chr2	10800000	10900000	1095	50473
chr2	10900000	11000000	971	56536
chr2	11000000	11100000	869	48013
chr2	11100000	11200000	2082	50224
chr2	11200000	11300000	929	47934
chr2	11300000	11400000	2286	43326
chr2	11400000	11500000	642	55853
chr2	11500000	11600000	847	52151
chr2	11600000	11700000	1351	48306
chr2	11700000	11800000	1468	47323
chr2	11800000	11900000	679	46229
chr2	11900000	12000000	1058	44282
chr2	12000000	12100000	596	47823
chr2	12100000	12200000	741	42935
chr2	12200000	12300000	732	42606
chr2	12300000	12400000	1150	39248
chr2	12400000	12500000	3938	47409
chr2	12500000	12600000	683	36687
chr2	12600000	12700000	1779	52326
chr2	12700000	12800000	2911	45971
chr2	12800000	12900000	816	41992
chr2	12900000	13000000	321	49269
chr2	13000000	13100000	1190	49699
chr2	13100000	13200000	431	51590
chr2	13200000	13300000	3092	43069
chr2	13300000	13400000	535	49096
chr2	13400000	13500000	474	51788
chr2	13500000	13600000	285	55693
chr2	13600000	13700000	635	59217
chr2	13700000	13800000	635	48797
chr2	13800000	13900000	444	54908
chr2	13900000	14000000	349	53840
chr2	14000000	14100000	552	55410
chr2	14100000	14200000	276	55665
chr2	14200000	14300000	358	52446
chr2	14300000	14400000	386	47640
chr2	14400000	14500000	2590	52289
chr2	14500000	14600000	655	51459
chr2	14600000	14700000	517	54930
chr2	14700000	14800000	414	58623
chr2	14800000	14900000	1061	56671
chr2	14900000	15000000	370	56726
chr2	15000000	15100000	350	45852
chr2	15100000	15200000	563	42143
chr2	15200000	15300000	420	49551
chr2	15300000	15400000	799	52238
chr2	15400000	15500000	919	50053
chr2	15500000	15600000	737	49838
chr2	15600000	15700000	1673	52904
chr2	15700000	15800000	574	50969
chr2	15800000	15900000	936	49908
chr2	15900000	16000000	223	47811
chr2	16000000	16100000	1654	43937
chr2	16100000	16200000	705	52797
chr2	16200000	16300000	522	51817
chr2	16300000	16400000	574	47744
chr2	16400000	16500000	283	53028
chr2	16500000	16600000	403	48427
chr2	16600000	16700000	389	47929
chr2	16700000	16800000	225	49320
chr2	16800000	16900000	727	44267
chr2	16900000	17000000	755	53560
chr2	17000000	17100000	529	54683
chr2	17100000	17200000	237	54027
chr2	17200000	17300000	702	45425
chr2	17300000	17400000	6359	60919
chr2	17400000	17500000	1923	55466
chr2	17500000	17600000	552	54302
chr2	17600000	17700000	524	56832
chr2	17700000	17800000	142	52972
chr2	17800000	17900000	170	53024
chr2	17900000	18000000	275	51869
chr2	18000000	18100000	262	52793
chr2	18100000	18200000	297	50150
chr2	18200000	18300000	403	56876
chr2	18300000	18400000	335	47877
chr2	18400000	18500000	1060	49605
chr2	18500000	18600000	721	51553
chr2	18600000	18700000	3630	48464
chr2	18700000	18800000	386	51572
chr2	18800000	18900000	627	54313
chr2	18900000	19000000	868	61528
chr2	19000000	19100000	348	54489
chr2	19100000	19200000	207	44031
chr2	19200000	19300000	623	48991
chr2	19300000	19400000	470	51728
chr2	19400000	19500000	263	57117
chr2	19500000	19600000	325	55065
chr2	19600000	19698289	492	62746
chr3	0	100000	1087	55576
chr3	100000	200000	785	54863
chr3	200000	300000	189	59624
chr3	300000	400000	160	55316
chr3	400000	500000	394	58384
chr3	500000	600000	262	57718
chr3	600000	700000	177	59726
chr3	700000	800000	277	54747
chr3	800000	900000	726	51371
chr3	900000	1000000	175	52372
chr3	1000000	1100000	421	51305
chr3	1100000	1200000	424	52727
chr3	1200000	1300000	221	54948
chr3	1300000	1400000	367	59509
chr3	1400000	1500000	185	54608
chr3	1500000	1600000	223	55830
chr3	1600000	1700000	546	55638
chr3	1700000	1800000	429	58054
chr3	1800000	1900000	157	51630
chr3	1900000	2000000	1232	50387
chr3	2000000	2100000	217	57789
chr3	2100000	2200000	308	61391
chr3	2200000	2300000	589	58206
chr3	2300000	2400000	238	52442
chr3	2400000	2500000	347	62432
chr3	2500000	2600000	188	52442
chr3	2600000	2700000	509	57607
chr3	2700000	2800000	278	57836
chr3	2800000	2900000	317	46272
chr3	2900000	3000000	363	57372
chr3	3000000	3100000	252	53782
chr3	3100000	3200000	155	52306
chr3	3200000	3300000	420	56522
chr3	3300000	3400000	197	59667
chr3	3400000	3500000	626	50442
chr3	3500000	3600000	544	49040
chr3	3600000	3700000	264	50519
chr3	3700000	3800000	399	55756
chr3	3800000	3900000	677	55738
chr3	3900000	4000000	244	58431
chr3	4000000	4100000	218	54531
chr3	4100000	4200000	224	56989
chr3	4200000	4300000	4526	59458
chr3	4300000	4400000	416	57577
chr3	4400000	4500000	431	47936
chr3	4500000	4600000	548	53631
chr3	4600000	4700000	394	55566
chr3	4700000	4800000	536	49520
chr3	4800000	4900000	138	45894
chr3	4900000	5000000	222	54983
chr3	5000000	5100000	190	61431
chr3	5100000	5200000	1074	54928
chr3	5200000	5300000	3620	54658
chr3	5300000	5400000	205	49522
chr3	5400000	5500000	304	54094
chr3	5500000	5600000	206	44525
chr3	5600000	5700000	508	48181
chr3	5700000	5800000	1048	52473
chr3	5800000	5900000	979	47520
chr3	5900000	6000000	766	55619
chr3	6000000	6100000	419	53347
chr3	6100000	6200000	194	56963
chr3	6200000	6300000	484	53227
chr3	6300000	6400000	243	50436
chr3	6400000	6500000	405	52731
chr3	6500000	6600000	683	59317
chr3	6600000	6700000	239	55650
chr3	6700000	6800000	641	52796
chr3	6800000	6900000	226	61419
chr3	6900000	7000000	520	53558
chr3	7000000	7100000	341	62452
chr3	7100000	7200000	253	55672
chr3	7200000	7300000	1032	48292
chr3	7300000	7400000	402	49134
chr3	7400000	7500000	292	55117
chr3	7500000	7600000	355	48732
chr3	7600000	7700000	387	42725
chr3	7700000	7800000	761	34917
chr3	7800000	7900000	1820	41297
chr3	7900000	8000000	898	44790
chr3	8000000	8100000	595	49065
chr3	8100000	8200000	1288	37999
chr3	8200000	8300000	2086	40557
chr3	8300000	8400000	1321	41480
chr3	8400000	8500000	579	44803
chr3	8500000	8600000	1257	46402
chr3	8600000	8700000	907	50239
chr3	8700000	8800000	651	43701
chr3	8800000	8900000	2082	38924
chr3	8900000	9000000	1463	46531
chr3	9000000	9100000	4101	43723
chr3	9100000	9200000	1534	43539
chr3	9200000	9300000	866	49494
chr3	9300000	9400000	5745	43016
chr3	9400000	9500000	366	34031
chr3	9500000	9600000	475	47474
chr3	9600000	9700000	10026	54644
chr3	9700000	9800000	4540	39101
chr3	9800000	9900000	1384	43972
chr3	9900000	10000000	2915	51813
chr3	10000000	10100000	1267	47568
chr3	10100000	10200000	1851	45556
chr3	10200000	10300000	2773	50176
chr3	10300000	10400000	4111	40289
chr3	10400000	10500000	2863	44908
chr3	10500000	10600000	2922	34747
chr3	10600000	10700000	2564	43693
chr3	10700000	10800000	2360	43391
chr3	10800000	10900000	5485	38578
chr3	10900000	11000000	10527	41995
chr3	11000000	11100000	10932	41288
chr3	11100000	11200000	13307	48173
chr3	11200000	11300000	4293	42942
chr3	11300000	11400000	15020	40546
chr3	11400000	11500000	10261	38978
chr3	11500000	11600000	5542	38477
chr3	11600000	11700000	11829	44949
chr3	11700000	11800000	9221	40392
chr3	11800000	11900000	10432	40964
chr3	11900000	12000000	7362	34820
chr3	12000000	12100000	20533	44643
chr3	12100000	12200000	19043	47321
chr3	12200000	12300000	14727	36198
chr3	12300000	12400000	20465	52037
chr3	12400000	12500000	21306	47645
chr3	12500000	12600000	24400	58027
chr3	12600000	12700000	11015	43768
chr3	12700000	12800000	11229	41797
chr3	12800000	12900000	15419	42436
chr3	12900000	13000000	17315	48305
chr3	13000000	13100000	12023	46551
chr3	13100000	13200000	15433	45129
chr3	13200000	13300000	14031	37547
chr3	13300000	13400000	15443	45545
chr3	13400000	13500000	24484	51334
chr3	13500000	13600000	32772	76020
chr3	13600000	13700000	16463	34701
chr3	13700000	13800000	3384	9382
chr3	13800000	13900000	11192	33003
chr3	13900000	14000000	20519	47568
chr3	14000000	14100000	16770	47954
chr3	14100000	14200000	13079	68785
chr3	14200000	14300000	23075	81166
chr3	14300000	14400000	17641	49695
chr3	14400000	14500000	19192	46739
chr3	14500000	14600000	22989	54227
chr3	14600000	14700000	19587	49888
chr3	14700000	14800000	21996	58902
chr3	14800000	14900000	23210	51501
chr3	14900000	15000000	11208	46779
chr3	15000000	15100000	13359	46346
chr3	15100000	15200000	20681	56603
chr3	15200000	15300000	6734	43828
chr3	15300000	15400000	15600	47774
chr3	15400000	15500000	11777	44034
chr3	15500000	15600000	19461	60116
chr3	15600000	15700000	11527	42907
chr3	15700000	15800000	11151	44470
chr3	15800000	15900000	5977	40450
chr3	15900000	16000000	4737	41650
chr3	16000000	16100000	1895	35083
chr3	16100000	16200000	4695	39536
chr3	16200000	16300000	2154	39342
chr3	16300000	16400000	3764	44094
chr3	16400000	16500000	1969	36790
chr3	16500000	16600000	6403	40837
chr3	16600000	16700000	8474	49674
chr3	16700000	16800000	1231	44050
chr3	16800000	16900000	3539	47097
chr3	16900000	17000000	5509	47783
chr3	17000000	17100000	2431	37300
chr3	17100000	17200000	1990	42440
chr3	17200000	17300000	1068	48400
chr3	17300000	17400000	2420	45683
chr3	17400000	17500000	4277	39083
chr3	17500000	17600000	1027	45772
chr3	17600000	17700000	3306	55324
chr3	17700000	17800000	946	50165
chr3	17800000	17900000	514	50053
chr3	17900000	18000000	5740	52256
chr3	18000000	18100000	1490	48267
chr3	18100000	18200000	929	54075
chr3	18200000	18300000	275	44267
chr3	18300000	18400000	580	55306
chr3	18400000	18500000	374	47406
chr3	18500000	18600000	768	41763
chr3	18600000	18700000	600	50784
chr3	18700000	18800000	4252	42326
chr3	18800000	18900000	983	41640
chr3	18900000	19000000	725	48799
chr3	19000000	19100000	488	55754
chr3	19100000	19200000	717	51338
chr3	19200000	19300000	511	49092
chr3	19300000	19400000	457	64663
chr3	19400000	19500000	570	41904
chr3	19500000	19600000	499	43605
chr3	19600000	19700000	375	51138
chr3	19700000	19800000	900	48602
chr3	19800000	19900000	178	57084
chr3	19900000	20000000	637	50535
chr3	20000000	20100000	531	58039
chr3	20100000	20200000	604	59917
chr3	20200000	20300000	916	52874
chr3	20300000	20400000	2920	53018
chr3	20400000	20500000	1130	45088
chr3	20500000	20600000	779	51011
chr3	20600000	20700000	880	43522
chr3	20700000	20800000	1530	49321
chr3	20800000	20900000	497	52400
chr3	20900000	21000000	1173	57640
chr3	21000000	21100000	242	57804
chr3	21100000	21200000	278	53634
chr3	21200000	21300000	247	57715
chr3	21300000	21400000	4515	59185
chr3	21400000	21500000	659	56567
chr3	21500000	21600000	364	55603
chr3	21600000	21700000	611	58636
chr3	21700000	21800000	184	56777
chr3	21800000	21900000	271	52568
chr3	21900000	22000000	739	57451
chr3	22000000	22100000	456	52321
chr3	22100000	22200000	1003	52581
chr3	22200000	22300000	361	54990
chr3	22300000	22400000	930	47813
chr3	22400000	22500000	225	51105
chr3	22500000	22600000	511	39202
chr3	22600000	22700000	578	47753
chr3	22700000	22800000	282	48712
chr3	22800000	22900000	241	55260
chr3	22900000	23000000	253	46954
chr3	23000000	23100000	386	57364
chr3	23100000	23200000	3748	47701
chr3	23200000	23300000	2412	52362
chr3	23300000	23400000	177	57971
chr3	23400000	23459830	141	41046
chr4	0	100000	2772	43214
chr4	100000	200000	1115	51362
chr4	200000	300000	1307	62985
chr4	300000	400000	775	52984
chr4	400000	500000	2076	53070
chr4	500000	600000	1617	48888
chr4	600000	700000	6699	44731
chr4	700000	800000	511	43101
chr4	800000	900000	2006	48912
chr4	900000	1000000	887	50152
chr4	1000000	1100000	2428	44754
chr4	1100000	1200000	608	58470
chr4	1200000	1300000	2034	48801
chr4	1300000	1400000	3210	51302
chr4	1400000	1500000	5837	55925
chr4	1500000	1600000	4181	55726
chr4	1600000	1700000	22598	50584
chr4	1700000	1800000	14070	35462
chr4	1800000	1900000	22474	48085
chr4	1900000	2000000	27190	56040
chr4	2000000	2100000	23710	56571
chr4	2100000	2200000	20088	56987
chr4	2200000	2300000	23987	58216
chr4	2300000	2400000	14539	50013
chr4	2400000	2500000	3925	50999
chr4	2500000	2600000	5370	49325
chr4	2600000	2700000	8562	45130
chr4	2700000	2800000	8383	47099
chr4	2800000	2900000	24999	53809
chr4	2900000	3000000	11734	30609
chr4	3000000	3100000	22805	44057
chr4	3100000	3200000	27981	56538
chr4	3200000	3300000	12628	23018
chr4	3300000	3400000	26583	55521
chr4	3400000	3500000	26448	57419
chr4	3500000	3600000	25004	50679
chr4	3600000	3700000	27333	55472
chr4	3700000	3800000	24046	51968
chr4	3800000	3900000	19626	44246
chr4	3900000	4000000	36649	80380
chr4	4000000	4100000	15439	32420
chr4	4100000	4200000	20017	45472
chr4	4200000	4300000	22040	49128
chr4	4300000	4400000	21163	44156
chr4	4400000	4500000	27156	52053
chr4	4500000	4600000	24274	47994
chr4	4600000	4700000	16776	40988
chr4	4700000	4800000	31946	62040
chr4	4800000	4900000	15418	45298
chr4	4900000	5000000	17844	41634
chr4	5000000	5100000	30895	54441
chr4	5100000	5200000	8311	38663
chr4	5200000	5300000	14943	47218
chr4	5300000	5400000	11029	41322
chr4	5400000	5500000	8997	40458
chr4	5500000	5600000	18429	49937
chr4	5600000	5700000	11904	38747
chr4	5700000	5800000	7671	44506
chr4	5800000	5900000	3858	30094
chr4	5900000	6000000	15750	41828
chr4	6000000	6100000	6728	39439
chr4	6100000	6200000	7552	43939
chr4	6200000	6300000	3244	48155
