Chr	start	end	C_count	CT_count
chr1	10900000	11000000	3299	228199
chr1	11000000	11100000	6273	238944
chr1	11100000	11200000	3602	213159
chr1	11200000	11300000	1839	231924
chr1	11300000	11400000	8565	232577
chr1	11400000	11500000	2068	228646
chr1	11500000	11600000	5625	228255
chr1	11600000	11700000	2765	222759
chr1	11700000	11800000	3585	204900
chr1	11800000	11900000	5219	209648
chr1	11900000	12000000	3283	229368
chr1	12000000	12100000	7247	235184
chr1	12100000	12200000	5413	236409
chr1	12200000	12300000	4212	230076
chr1	12300000	12400000	5203	227893
chr1	12400000	12500000	10489	244897
chr1	12500000	12600000	10004	220026
chr1	12600000	12700000	6839	191937
chr1	12700000	12800000	6251	119943
chr1	12800000	12900000	13040	189123
chr1	12900000	13000000	10499	248210
chr1	13000000	13100000	15519	236751
chr1	13100000	13200000	14609	204587
chr1	13200000	13300000	15294	230224
chr1	13300000	13400000	20844	248336
chr1	13400000	13500000	18142	240586
chr1	13500000	13600000	16939	229857
chr1	13600000	13700000	25069	247355
chr1	13700000	13800000	17022	205501
chr1	13800000	13900000	17849	231805
chr1	13900000	14000000	22015	228039
chr1	14000000	14100000	17573	251195
chr1	14100000	14200000	24668	256315
chr1	14200000	14300000	31045	180816
chr1	14300000	14400000	8247	77665
chr1	14400000	14500000	16382	115046
chr1	14500000	14600000	14691	96616
chr1	14600000	14700000	4904	52086
chr1	14700000	14800000	1869	20484
chr1	14800000	14900000	1975	19356
chr1	14900000	15000000	4660	59206
chr1	15000000	15100000	36976	309602
chr1	15100000	15200000	18905	107723
chr1	15200000	15300000	5259	30306
chr1	15300000	15400000	200	1123
chr1	15400000	15500000	18852	123250
chr1	15500000	15600000	33184	241032
chr1	15600000	15700000	24666	244064
chr1	15700000	15800000	26389	229144
chr1	15800000	15900000	20921	197895
chr1	15900000	16000000	15916	243437
chr1	16000000	16100000	26607	245305
chr1	16100000	16200000	19604	248025
chr1	16200000	16300000	14158	199983
chr1	16300000	16400000	32101	254593
chr1	16400000	16500000	13367	246038
chr1	16500000	16600000	30913	255433
chr1	16600000	16700000	17576	207855
chr1	16700000	16800000	15075	244824
chr1	16800000	16900000	8414	228780
chr1	16900000	17000000	10836	225491
chr1	17000000	17100000	11026	212106
chr1	17100000	17200000	3800	225682
chr1	17200000	17300000	10725	238099
chr1	17300000	17400000	7988	242344
chr1	17400000	17500000	5740	236666
chr1	17500000	17600000	10713	222007
chr1	17600000	17700000	16250	245578
chr1	17700000	17800000	2218	239434
chr1	17800000	17900000	3969	239645
chr1	17900000	18000000	1410	236866
chr1	18000000	18100000	5403	233237
chr1	18100000	18200000	4091	224280
chr1	18200000	18300000	1851	238765
chr1	18300000	18400000	3502	231632
chr1	18400000	18500000	1757	237263
chr1	18500000	18600000	1717	243443
chr1	18600000	18700000	2700	241028
chr1	18700000	18800000	1529	232228
chr1	18800000	18900000	3189	232660
chr1	18900000	19000000	7016	241934
chr1	19000000	19100000	1558	229756
chr1	19100000	19200000	1491	249159
chr1	19200000	19300000	2044	230003
chr1	19300000	19400000	5494	208348
chr1	19400000	19500000	2007	231569
chr1	19500000	19600000	3511	235220
chr1	19600000	19700000	2790	228062
chr1	19700000	19800000	5264	226123
chr1	19800000	19900000	1702	238712
chr1	19900000	20000000	1631	237914
chr1	20000000	20100000	4375	240776
chr1	20100000	20200000	1124	165404
chr1	20200000	20300000	1282	242274
chr1	20300000	20400000	4958	246728
chr1	20400000	20500000	2820	222251
chr1	20500000	20600000	1655	233237
chr1	20600000	20700000	2765	237118
chr1	20700000	20800000	2903	235489
chr1	20800000	20900000	1147	231689
chr1	20900000	21000000	3147	229537
chr1	21000000	21100000	2224	232834
chr1	21100000	21200000	1679	224265
chr1	21200000	21300000	2293	147832
chr1	21300000	21400000	2886	212180
chr1	21400000	21500000	5116	242260
chr1	21500000	21600000	1602	237161
chr1	21600000	21700000	3687	238897
chr1	21700000	21800000	6195	162876
chr1	21800000	21900000	1688	126736
chr1	21900000	22000000	1872	238512
chr1	22000000	22100000	2581	235434
chr1	22100000	22200000	6609	231444
chr1	22200000	22300000	1630	238446
chr1	22300000	22400000	931	243146
chr1	22400000	22500000	1740	245087
chr1	22500000	22600000	1208	227396
chr1	22600000	22700000	2823	225173
chr1	22700000	22800000	1849	240420
chr1	22800000	22900000	2379	218750
chr1	22900000	23000000	1034	232724
chr1	23000000	23100000	1818	240006
chr1	23100000	23200000	2485	199166
chr1	23200000	23300000	3370	213170
chr1	23300000	23400000	1146	215682
chr1	23400000	23500000	1423	229109
chr1	23500000	23600000	2952	234005
chr1	23600000	23700000	1311	236373
chr1	23700000	23800000	1600	236376
chr1	23800000	23900000	1584	237157
chr1	23900000	24000000	3839	227374
chr1	24000000	24100000	1235	233872
chr1	24100000	24200000	1274	250182
chr1	24200000	24300000	2546	243618
chr1	24300000	24400000	2343	237261
chr1	24400000	24500000	2680	233819
chr1	24500000	24600000	1435	212943
chr1	24600000	24700000	1591	229040
chr1	24700000	24800000	2001	214996
chr1	24800000	24900000	2080	221426
chr1	24900000	25000000	1342	235301
chr1	25000000	25100000	2195	235344
chr1	25100000	25200000	5092	253400
chr1	25200000	25300000	1344	242584
chr1	25300000	25400000	1075	233269
chr1	25400000	25500000	1143	239012
chr1	25500000	25600000	1057	234265
chr1	25600000	25700000	2256	225504
chr1	25700000	25800000	2069	235910
chr1	25800000	25900000	994	246621
chr1	25900000	26000000	1274	239456
chr1	26000000	26100000	1216	251155
chr1	26100000	26200000	1161	238920
chr1	26200000	26300000	751	232112
chr1	26300000	26400000	5889	225263
chr1	26400000	26500000	755	227454
chr1	26500000	26600000	1200	235813
chr1	26600000	26700000	862	235750
chr1	26700000	26800000	1575	225784
chr1	26800000	26900000	1337	240670
chr1	26900000	27000000	941	227698
chr1	27000000	27100000	1361	227141
chr1	27100000	27200000	837	230831
chr1	27200000	27300000	824	246237
chr1	27300000	27400000	793	242949
chr1	27400000	27500000	997	237940
chr1	27500000	27600000	1078	235601
chr1	27600000	27700000	1563	229825
chr1	27700000	27800000	760	239962
chr1	27800000	27900000	839	240793
chr1	27900000	28000000	864	235810
chr1	28000000	28100000	731	233981
chr1	28100000	28200000	1121	241462
chr1	28200000	28300000	1055	237388
chr1	28300000	28400000	1845	223206
chr1	28400000	28500000	1084	232449
chr1	28500000	28600000	1161	230978
chr1	28600000	28700000	706	238740
chr1	28700000	28800000	1464	235643
chr1	28800000	28900000	1213	228563
chr1	28900000	29000000	1344	232819
chr1	29000000	29100000	973	246592
chr1	29100000	29200000	833	243156
chr1	29200000	29300000	1140	228196
chr1	29300000	29400000	1642	230938
chr1	29400000	29500000	3110	219943
chr1	29500000	29600000	1106	244276
chr1	29600000	29700000	887	234203
chr1	29700000	29800000	864	237000
chr1	29800000	29900000	779	237930
chr1	29900000	30000000	1189	238225
chr1	30000000	30100000	697	237948
chr1	30100000	30200000	675	222468
chr1	30200000	30300000	1110	227660
chr1	30300000	30400000	652	241201
chr1	30400000	30427671	519	68064
chr2	0	100000	8064	242236
chr2	100000	200000	2385	225859
chr2	200000	300000	2501	226572
chr2	300000	400000	2038	228650
chr2	400000	500000	2456	229334
chr2	500000	600000	10741	207895
chr2	600000	700000	2261	230474
chr2	700000	800000	3325	210877
chr2	800000	900000	5393	212667
chr2	900000	1000000	6715	242052
chr2	1000000	1100000	3690	226892
chr2	1100000	1200000	4222	252394
chr2	1200000	1300000	9161	236053
chr2	1300000	1400000	8052	218827
chr2	1400000	1500000	9787	247369
chr2	1500000	1600000	4855	240017
chr2	1600000	1700000	10430	226431
chr2	1700000	1800000	15129	214500
chr2	1800000	1900000	20618	239031
chr2	1900000	2000000	9212	232825
chr2	2000000	2100000	17787	228157
chr2	2100000	2200000	20145	246068
chr2	2200000	2300000	17459	226020
chr2	2300000	2400000	14090	253724
chr2	2400000	2500000	28343	243248
chr2	2500000	2600000	14648	201460
chr2	2600000	2700000	19572	196936
chr2	2700000	2800000	19299	246577
chr2	2800000	2900000	19311	253212
chr2	2900000	3000000	11816	245515
chr2	3000000	3100000	25501	263622
chr2	3100000	3200000	18819	266998
chr2	3200000	3300000	10279	130257
chr2	3300000	3400000	7929	121103
chr2	3400000	3500000	3295	72796
chr2	3500000	3600000	18030	224364
chr2	3600000	3700000	55341	515189
chr2	3700000	3800000	16706	225548
chr2	3800000	3900000	27461	232090
chr2	3900000	4000000	24369	234073
chr2	4000000	4100000	23318	240860
chr2	4100000	4200000	24827	239316
chr2	4200000	4300000	16676	210378
chr2	4300000	4400000	22929	253220
chr2	4400000	4500000	21435	257473
chr2	4500000	4600000	18215	229886
chr2	4600000	4700000	24728	244656
chr2	4700000	4800000	18492	245120
chr2	4800000	4900000	10495	207053
chr2	4900000	5000000	21462	198243
chr2	5000000	5100000	24560	244506
chr2	5100000	5200000	20981	240781
chr2	5200000	5300000	15318	154048
chr2	5300000	5400000	23179	225963
chr2	5400000	5500000	9027	230890
chr2	5500000	5600000	14457	210595
chr2	5600000	5700000	25471	282536
chr2	5700000	5800000	16604	239476
chr2	5800000	5900000	18264	201937
chr2	5900000	6000000	17178	222320
chr2	6000000	6100000	12466	213908
chr2	6100000	6200000	16749	233190
chr2	6200000	6300000	15768	227815
chr2	6300000	6400000	9039	215530
chr2	6400000	6500000	18931	240642
chr2	6500000	6600000	20226	217066
chr2	6600000	6700000	9939	221191
chr2	6700000	6800000	25287	244994
chr2	6800000	6900000	16188	241636
chr2	6900000	7000000	23031	254359
chr2	7000000	7100000	10578	238423
chr2	7100000	7200000	9963	245994
chr2	7200000	7300000	18014	251009
chr2	7300000	7400000	3010	240740
chr2	7400000	7500000	6309	249167
chr2	7500000	7600000	3314	244966
chr2	7600000	7700000	3809	254787
chr2	7700000	7800000	7682	255608
chr2	7800000	7900000	2330	230425
chr2	7900000	8000000	2234	237422
chr2	8000000	8100000	4075	229238
chr2	8100000	8200000	2423	241004
chr2	8200000	8300000	5495	236850
chr2	8300000	8400000	3612	248221
chr2	8400000	8500000	2015	240756
chr2	8500000	8600000	7733	241979
chr2	8600000	8700000	1562	244763
chr2	8700000	8800000	1266	250459
chr2	8800000	8900000	6078	244670
chr2	8900000	9000000	5696	242862
chr2	9000000	9100000	2454	224028
chr2	9100000	9200000	8443	249139
chr2	9200000	9300000	1504	242040
chr2	9300000	9400000	3412	236428
chr2	9400000	9500000	4435	233260
chr2	9500000	9600000	3250	237825
chr2	9600000	9700000	3537	228242
chr2	9700000	9800000	1711	230157
chr2	9800000	9900000	2396	226968
chr2	9900000	10000000	1750	238476
chr2	10000000	10100000	2145	199244
chr2	10100000	10200000	1531	241523
chr2	10200000	10300000	1965	246796
chr2	10300000	10400000	4014	247920
chr2	10400000	10500000	4156	235785
chr2	10500000	10600000	5472	233195
chr2	10600000	10700000	7002	228042
chr2	10700000	10800000	1618	238844
chr2	10800000	10900000	1787	230698
chr2	10900000	11000000	1857	245316
chr2	11000000	11100000	1647	229317
chr2	11100000	11200000	2713	244752
chr2	11200000	11300000	1429	237941
chr2	11300000	11400000	3399	242254
chr2	11400000	11500000	1303	245787
chr2	11500000	11600000	1685	241107
chr2	11600000	11700000	1811	242831
chr2	11700000	11800000	2692	241506
chr2	11800000	11900000	1274	235109
chr2	11900000	12000000	1913	234428
chr2	12000000	12100000	1024	239105
chr2	12100000	12200000	1517	232212
chr2	12200000	12300000	1406	237255
chr2	12300000	12400000	1958	230960
chr2	12400000	12500000	4850	246009
chr2	12500000	12600000	1676	200346
chr2	12600000	12700000	2763	232221
chr2	12700000	12800000	3146	224340
chr2	12800000	12900000	2089	219140
chr2	12900000	13000000	827	243109
chr2	13000000	13100000	2123	248349
chr2	13100000	13200000	1161	239967
chr2	13200000	13300000	4095	237473
chr2	13300000	13400000	1668	238200
chr2	13400000	13500000	1514	227617
chr2	13500000	13600000	937	244897
chr2	13600000	13700000	1077	242221
chr2	13700000	13800000	1329	238763
chr2	13800000	13900000	1225	241713
chr2	13900000	14000000	888	234985
chr2	14000000	14100000	1030	237792
chr2	14100000	14200000	844	252006
chr2	14200000	14300000	1112	240986
chr2	14300000	14400000	1280	241242
chr2	14400000	14500000	5585	234990
chr2	14500000	14600000	1591	228683
chr2	14600000	14700000	1517	243954
chr2	14700000	14800000	824	242490
chr2	14800000	14900000	2190	243975
chr2	14900000	15000000	1087	244306
chr2	15000000	15100000	868	234051
chr2	15100000	15200000	1086	221677
chr2	15200000	15300000	829	238963
chr2	15300000	15400000	1474	243809
chr2	15400000	15500000	1203	246819
chr2	15500000	15600000	1878	237795
chr2	15600000	15700000	2215	240518
chr2	15700000	15800000	1159	236410
chr2	15800000	15900000	1232	231347
chr2	15900000	16000000	730	234327
chr2	16000000	16100000	2675	217667
chr2	16100000	16200000	1435	245217
chr2	16200000	16300000	1312	247802
chr2	16300000	16400000	1165	231760
chr2	16400000	16500000	925	239484
chr2	16500000	16600000	1517	229416
chr2	16600000	16700000	1027	237586
chr2	16700000	16800000	955	239244
chr2	16800000	16900000	1283	229183
chr2	16900000	17000000	1592	245377
chr2	17000000	17100000	1198	235285
chr2	17100000	17200000	1035	249426
chr2	17200000	17300000	1503	229232
chr2	17300000	17400000	9299	259005
chr2	17400000	17500000	2345	240887
chr2	17500000	17600000	1172	242160
chr2	17600000	17700000	1016	244363
chr2	17700000	17800000	751	239752
chr2	17800000	17900000	737	240529
chr2	17900000	18000000	838	235328
chr2	18000000	18100000	838	238925
chr2	18100000	18200000	900	238207
chr2	18200000	18300000	909	246986
chr2	18300000	18400000	1455	230238
chr2	18400000	18500000	1617	231943
chr2	18500000	18600000	1256	231811
chr2	18600000	18700000	4325	231271
chr2	18700000	18800000	908	221315
chr2	18800000	18900000	1238	242666
chr2	18900000	19000000	1310	246894
chr2	19000000	19100000	845	237996
chr2	19100000	19200000	894	223603
chr2	19200000	19300000	1235	230773
chr2	19300000	19400000	1306	226414
chr2	19400000	19500000	849	237904
chr2	19500000	19600000	795	230150
chr2	19600000	19698289	1017	229310
chr3	0	100000	1620	248265
chr3	100000	200000	1647	236258
chr3	200000	300000	654	227858
chr3	300000	400000	669	227100
chr3	400000	500000	1145	239775
chr3	500000	600000	908	238405
chr3	600000	700000	723	245357
chr3	700000	800000	892	240065
chr3	800000	900000	1402	233601
chr3	900000	1000000	719	232184
chr3	1000000	1100000	1049	232498
chr3	1100000	1200000	1270	234006
chr3	1200000	1300000	810	225007
chr3	1300000	1400000	983	241329
chr3	1400000	1500000	719	236035
chr3	1500000	1600000	884	239375
chr3	1600000	1700000	1192	240664
chr3	1700000	1800000	774	245063
chr3	1800000	1900000	708	238909
chr3	1900000	2000000	2629	214734
chr3	2000000	2100000	698	238976
chr3	2100000	2200000	883	241201
chr3	2200000	2300000	1233	235982
chr3	2300000	2400000	809	231946
chr3	2400000	2500000	734	246069
chr3	2500000	2600000	727	240696
chr3	2600000	2700000	1214	230196
chr3	2700000	2800000	990	232528
chr3	2800000	2900000	797	203246
chr3	2900000	3000000	971	222066
chr3	3000000	3100000	878	244940
chr3	3100000	3200000	675	221507
chr3	3200000	3300000	1107	233595
chr3	3300000	3400000	774	240889
chr3	3400000	3500000	1379	228295
chr3	3500000	3600000	1132	233428
chr3	3600000	3700000	905	237106
chr3	3700000	3800000	876	239763
chr3	3800000	3900000	1224	233409
chr3	3900000	4000000	844	230309
chr3	4000000	4100000	725	238739
chr3	4100000	4200000	899	242909
chr3	4200000	4300000	2752	245514
chr3	4300000	4400000	939	236323
chr3	4400000	4500000	1281	237542
chr3	4500000	4600000	1235	242680
chr3	4600000	4700000	879	233767
chr3	4700000	4800000	1327	215253
chr3	4800000	4900000	670	220951
chr3	4900000	5000000	837	233968
chr3	5000000	5100000	755	239737
chr3	5100000	5200000	2356	244067
chr3	5200000	5300000	5287	238134
chr3	5300000	5400000	949	237596
chr3	5400000	5500000	995	250363
chr3	5500000	5600000	817	222659
chr3	5600000	5700000	1629	230916
chr3	5700000	5800000	2376	232170
chr3	5800000	5900000	1709	220230
chr3	5900000	6000000	1632	241104
chr3	6000000	6100000	1055	227332
chr3	6100000	6200000	673	231533
chr3	6200000	6300000	934	223937
chr3	6300000	6400000	848	227423
chr3	6400000	6500000	987	237992
chr3	6500000	6600000	964	245168
chr3	6600000	6700000	920	237263
chr3	6700000	6800000	1487	241450
chr3	6800000	6900000	741	241126
chr3	6900000	7000000	1308	234587
chr3	7000000	7100000	1069	248672
chr3	7100000	7200000	986	247412
chr3	7200000	7300000	2625	234890
chr3	7300000	7400000	1312	235724
chr3	7400000	7500000	774	251837
chr3	7500000	7600000	1150	243230
chr3	7600000	7700000	1135	224157
chr3	7700000	7800000	1654	207960
chr3	7800000	7900000	3284	191105
chr3	7900000	8000000	2023	219740
chr3	8000000	8100000	1320	233569
chr3	8100000	8200000	2413	218844
chr3	8200000	8300000	3150	235523
chr3	8300000	8400000	2409	236335
chr3	8400000	8500000	1215	230390
chr3	8500000	8600000	2923	223766
chr3	8600000	8700000	1933	220402
chr3	8700000	8800000	1450	225494
chr3	8800000	8900000	3451	205094
chr3	8900000	9000000	2432	238474
chr3	9000000	9100000	5277	202641
chr3	9100000	9200000	2541	237658
chr3	9200000	9300000	1619	246749
chr3	9300000	9400000	8295	235618
chr3	9400000	9500000	1108	186632
chr3	9500000	9600000	1305	234626
chr3	9600000	9700000	12414	239110
chr3	9700000	9800000	6327	193238
chr3	9800000	9900000	2641	241824
chr3	9900000	10000000	3353	247567
chr3	10000000	10100000	2572	220906
chr3	10100000	10200000	2417	217867
chr3	10200000	10300000	4412	233231
chr3	10300000	10400000	5539	226529
chr3	10400000	10500000	4550	227147
chr3	10500000	10600000	4753	186717
chr3	10600000	10700000	3423	236524
chr3	10700000	10800000	3601	223551
chr3	10800000	10900000	7835	220772
chr3	10900000	11000000	13728	241180
chr3	11000000	11100000	12259	218539
chr3	11100000	11200000	17076	241277
chr3	11200000	11300000	5991	234157
chr3	11300000	11400000	18690	220179
chr3	11400000	11500000	14321	221085
chr3	11500000	11600000	6362	178102
chr3	11600000	11700000	16300	248048
chr3	11700000	11800000	12943	238401
chr3	11800000	11900000	13825	243217
chr3	11900000	12000000	10871	210493
chr3	12000000	12100000	24053	200333
chr3	12100000	12200000	21396	220375
chr3	12200000	12300000	18746	188107
chr3	12300000	12400000	29050	267315
chr3	12400000	12500000	26603	209718
chr3	12500000	12600000	29028	235717
chr3	12600000	12700000	13786	232902
chr3	12700000	12800000	16007	223983
chr3	12800000	12900000	12624	190120
chr3	12900000	13000000	15005	212582
chr3	13000000	13100000	11454	224678
chr3	13100000	13200000	20641	219523
chr3	13200000	13300000	13707	178810
chr3	13300000	13400000	14311	201706
chr3	13400000	13500000	28835	218444
chr3	13500000	13600000	76448	586437
chr3	13600000	13700000	20986	158951
chr3	13700000	13800000	8817	79189
chr3	13800000	13900000	16500	170826
chr3	13900000	14000000	26744	231389
chr3	14000000	14100000	21630	223701
chr3	14100000	14200000	19631	240681
chr3	14200000	14300000	28020	323685
chr3	14300000	14400000	21783	265466
chr3	14400000	14500000	21642	234821
chr3	14500000	14600000	27047	257073
chr3	14600000	14700000	19712	237171
chr3	14700000	14800000	26402	261378
chr3	14800000	14900000	23220	217885
chr3	14900000	15000000	13967	240173
chr3	15000000	15100000	13891	213363
chr3	15100000	15200000	25046	243091
chr3	15200000	15300000	7980	208339
chr3	15300000	15400000	20471	246557
chr3	15400000	15500000	15285	221737
chr3	15500000	15600000	19413	234087
chr3	15600000	15700000	15322	254657
chr3	15700000	15800000	13415	232306
chr3	15800000	15900000	8904	219971
chr3	15900000	16000000	5327	223632
chr3	16000000	16100000	3198	187153
chr3	16100000	16200000	6553	217141
chr3	16200000	16300000	3996	199980
chr3	16300000	16400000	5054	226901
chr3	16400000	16500000	3570	224777
chr3	16500000	16600000	7901	225253
chr3	16600000	16700000	8317	224213
chr3	16700000	16800000	1927	209417
chr3	16800000	16900000	4470	224729
chr3	16900000	17000000	6068	228926
chr3	17000000	17100000	4329	219616
chr3	17100000	17200000	3661	213460
chr3	17200000	17300000	2221	223656
chr3	17300000	17400000	3729	219566
chr3	17400000	17500000	6091	194213
chr3	17500000	17600000	1798	233078
chr3	17600000	17700000	4521	244363
chr3	17700000	17800000	1789	226199
chr3	17800000	17900000	1329	240262
chr3	17900000	18000000	6740	241710
chr3	18000000	18100000	2030	223581
chr3	18100000	18200000	1558	237848
chr3	18200000	18300000	1324	227585
chr3	18300000	18400000	1368	239157
chr3	18400000	18500000	1225	229753
chr3	18500000	18600000	1689	222419
chr3	18600000	18700000	1522	223329
chr3	18700000	18800000	6503	226265
chr3	18800000	18900000	1973	220608
chr3	18900000	19000000	1422	230745
chr3	19000000	19100000	1043	238562
chr3	19100000	19200000	1390	224852
chr3	19200000	19300000	1487	229228
chr3	19300000	19400000	1092	257568
chr3	19400000	19500000	1239	230381
chr3	19500000	19600000	1061	231348
chr3	19600000	19700000	1037	242658
chr3	19700000	19800000	1669	233322
chr3	19800000	19900000	724	243049
chr3	19900000	20000000	947	225843
chr3	20000000	20100000	1245	245072
chr3	20100000	20200000	1231	250236
chr3	20200000	20300000	1835	230696
chr3	20300000	20400000	3320	246174
chr3	20400000	20500000	1691	206113
chr3	20500000	20600000	1293	239740
chr3	20600000	20700000	2196	234475
chr3	20700000	20800000	2617	228884
chr3	20800000	20900000	1076	241295
chr3	20900000	21000000	2022	241200
chr3	21000000	21100000	958	253570
chr3	21100000	21200000	864	235002
chr3	21200000	21300000	879	242065
chr3	21300000	21400000	6491	247556
chr3	21400000	21500000	1146	241797
chr3	21500000	21600000	1097	247066
chr3	21600000	21700000	1407	245762
chr3	21700000	21800000	705	245948
chr3	21800000	21900000	915	243582
chr3	21900000	22000000	1120	247848
chr3	22000000	22100000	1390	231676
chr3	22100000	22200000	1726	229479
chr3	22200000	22300000	1040	222058
chr3	22300000	22400000	1597	213454
chr3	22400000	22500000	837	235011
chr3	22500000	22600000	946	154829
chr3	22600000	22700000	1638	224894
chr3	22700000	22800000	870	210263
chr3	22800000	22900000	856	235414
chr3	22900000	23000000	882	237792
chr3	23000000	23100000	914	236160
chr3	23100000	23200000	4159	212786
chr3	23200000	23300000	2930	236495
chr3	23300000	23400000	699	232279
chr3	23400000	23459830	453	145036
chr4	0	100000	3246	207602
chr4	100000	200000	1796	233020
chr4	200000	300000	1579	252658
chr4	300000	400000	1876	228303
chr4	400000	500000	2248	232254
chr4	500000	600000	2316	224640
chr4	600000	700000	8467	233605
chr4	700000	800000	1343	219932
chr4	800000	900000	3283	231909
chr4	900000	1000000	1875	229730
chr4	1000000	1100000	3866	215530
chr4	1100000	1200000	1585	243318
chr4	1200000	1300000	3888	242077
chr4	1300000	1400000	3754	232684
chr4	1400000	1500000	8257	242294
chr4	1500000	1600000	5742	251200
chr4	1600000	1700000	22710	232787
chr4	1700000	1800000	15564	168284
chr4	1800000	1900000	26798	226824
chr4	1900000	2000000	26735	221577
chr4	2000000	2100000	30112	275815
chr4	2100000	2200000	24621	265652
chr4	2200000	2300000	27447	259545
chr4	2300000	2400000	19902	260206
chr4	2400000	2500000	3776	240637
chr4	2500000	2600000	5916	242837
chr4	2600000	2700000	10881	233722
chr4	2700000	2800000	9732	220110
chr4	2800000	2900000	25952	247054
chr4	2900000	3000000	20791	195840
chr4	3000000	3100000	37822	270843
chr4	3100000	3200000	29333	240518
chr4	3200000	3300000	16152	114622
chr4	3300000	3400000	31239	266086
chr4	3400000	3500000	32785	270896
chr4	3500000	3600000	28242	231934
chr4	3600000	3700000	29180	229811
chr4	3700000	3800000	26101	240289
chr4	3800000	3900000	24449	235661
chr4	3900000	4000000	96101	662259
chr4	4000000	4100000	38131	276036
chr4	4100000	4200000	22146	221190
chr4	4200000	4300000	31397	245685
chr4	4300000	4400000	28296	222775
chr4	4400000	4500000	32350	231824
chr4	4500000	4600000	27924	219485
chr4	4600000	4700000	18471	217259
chr4	4700000	4800000	38277	273785
chr4	4800000	4900000	20336	253490
chr4	4900000	5000000	21658	222838
chr4	5000000	5100000	41124	240992
