Chr	start	end	C_count	CT_count
ENA_LUHQ01000003_LUHQ01000003_1	3000001	3100001	7678	55940
ENA_LUHQ01000003_LUHQ01000003_1	3100001	3200001	7349	40428
ENA_LUHQ01000003_LUHQ01000003_1	3200001	3300001	10593	64440
ENA_LUHQ01000003_LUHQ01000003_1	3300001	3400001	6368	60206
ENA_LUHQ01000003_LUHQ01000003_1	3400001	3500001	7469	63018
ENA_LUHQ01000003_LUHQ01000003_1	3500001	3600001	6279	59892
ENA_LUHQ01000003_LUHQ01000003_1	3600001	3700001	6415	61243
ENA_LUHQ01000003_LUHQ01000003_1	3700001	3800001	5535	61860
ENA_LUHQ01000003_LUHQ01000003_1	3800001	3900001	13446	58438
ENA_LUHQ01000003_LUHQ01000003_1	3900001	4000001	7238	62175
ENA_LUHQ01000003_LUHQ01000003_1	4000001	4100001	7178	58528
ENA_LUHQ01000003_LUHQ01000003_1	4100001	4200001	7484	55525
ENA_LUHQ01000003_LUHQ01000003_1	4200001	4300001	8874	56329
ENA_LUHQ01000003_LUHQ01000003_1	4300001	4400001	7911	59300
ENA_LUHQ01000003_LUHQ01000003_1	4400001	4500001	7901	52118
ENA_LUHQ01000003_LUHQ01000003_1	4500001	4600001	7929	59491
ENA_LUHQ01000003_LUHQ01000003_1	4600001	4700001	18810	65800
ENA_LUHQ01000003_LUHQ01000003_1	4700001	4800001	10834	61178
ENA_LUHQ01000003_LUHQ01000003_1	4800001	4900001	4538	63806
ENA_LUHQ01000003_LUHQ01000003_1	4900001	5000001	34737	81084
ENA_LUHQ01000003_LUHQ01000003_1	5000001	5100001	7514	61001
ENA_LUHQ01000003_LUHQ01000003_1	5100001	5200001	7378	62489
ENA_LUHQ01000003_LUHQ01000003_1	5200001	5300001	11982	58448
ENA_LUHQ01000003_LUHQ01000003_1	5300001	5400001	17160	71587
ENA_LUHQ01000003_LUHQ01000003_1	5400001	5500001	10444	52924
ENA_LUHQ01000003_LUHQ01000003_1	5500001	5600001	6455	55422
ENA_LUHQ01000003_LUHQ01000003_1	5600001	5700001	1848	59227
ENA_LUHQ01000003_LUHQ01000003_1	5700001	5800001	12198	52776
ENA_LUHQ01000003_LUHQ01000003_1	5800001	5900001	7297	61925
ENA_LUHQ01000003_LUHQ01000003_1	5900001	6000001	9229	54158
ENA_LUHQ01000003_LUHQ01000003_1	6000001	6100001	11885	58005
ENA_LUHQ01000003_LUHQ01000003_1	6100001	6200001	10843	54967
ENA_LUHQ01000003_LUHQ01000003_1	6200001	6300001	8370	58981
ENA_LUHQ01000003_LUHQ01000003_1	6300001	6400001	14785	66324
ENA_LUHQ01000003_LUHQ01000003_1	6400001	6500001	5416	49630
ENA_LUHQ01000003_LUHQ01000003_1	6500001	6600001	6207	55730
ENA_LUHQ01000003_LUHQ01000003_1	6600001	6700001	7970	61410
ENA_LUHQ01000003_LUHQ01000003_1	6700001	6800001	8033	54949
ENA_LUHQ01000003_LUHQ01000003_1	6800001	6900001	6670	57751
ENA_LUHQ01000003_LUHQ01000003_1	6900001	7000001	12337	56559
ENA_LUHQ01000003_LUHQ01000003_1	7000001	7100001	10138	56180
ENA_LUHQ01000003_LUHQ01000003_1	7100001	7200001	9644	64817
ENA_LUHQ01000003_LUHQ01000003_1	7200001	7300001	9616	55092
ENA_LUHQ01000003_LUHQ01000003_1	7300001	7400001	15858	57847
ENA_LUHQ01000003_LUHQ01000003_1	7400001	7500001	5882	56835
ENA_LUHQ01000003_LUHQ01000003_1	7500001	7600001	6763	55274
ENA_LUHQ01000003_LUHQ01000003_1	7600001	7700001	11269	56349
ENA_LUHQ01000003_LUHQ01000003_1	7700001	7800001	5120	59597
ENA_LUHQ01000003_LUHQ01000003_1	7800001	7900001	6899	55716
ENA_LUHQ01000003_LUHQ01000003_1	7900001	8000001	8050	60518
ENA_LUHQ01000003_LUHQ01000003_1	8000001	8100001	7706	57021
ENA_LUHQ01000003_LUHQ01000003_1	8100001	8200001	6552	53436
ENA_LUHQ01000003_LUHQ01000003_1	8200001	8300001	12510	56443
ENA_LUHQ01000003_LUHQ01000003_1	8300001	8400001	5535	45792
ENA_LUHQ01000003_LUHQ01000003_1	8400001	8500001	10709	50568
ENA_LUHQ01000003_LUHQ01000003_1	8500001	8600001	15292	56433
ENA_LUHQ01000003_LUHQ01000003_1	8600001	8700001	11164	54961
ENA_LUHQ01000003_LUHQ01000003_1	8700001	8800001	9223	55138
ENA_LUHQ01000003_LUHQ01000003_1	8800001	8900001	11796	56300
ENA_LUHQ01000003_LUHQ01000003_1	8900001	9000001	9964	49401
ENA_LUHQ01000003_LUHQ01000003_1	9000001	9100001	7780	57390
ENA_LUHQ01000003_LUHQ01000003_1	9100001	9200001	8112	40173
ENA_LUHQ01000003_LUHQ01000003_1	9200001	9300001	13973	60243
ENA_LUHQ01000003_LUHQ01000003_1	9300001	9400001	7433	55455
ENA_LUHQ01000003_LUHQ01000003_1	9400001	9500001	10865	55547
ENA_LUHQ01000003_LUHQ01000003_1	9500001	9600001	10156	60396
ENA_LUHQ01000003_LUHQ01000003_1	9600001	9700001	26040	69836
ENA_LUHQ01000003_LUHQ01000003_1	9700001	9800001	18265	59458
ENA_LUHQ01000003_LUHQ01000003_1	9800001	9900001	12668	45496
ENA_LUHQ01000003_LUHQ01000003_1	9900001	10000001	10403	54545
ENA_LUHQ01000003_LUHQ01000003_1	10000001	10100001	15276	57089
ENA_LUHQ01000003_LUHQ01000003_1	10100001	10200001	10820	60592
ENA_LUHQ01000003_LUHQ01000003_1	10200001	10300001	14975	55935
ENA_LUHQ01000003_LUHQ01000003_1	10300001	10400001	13763	50827
ENA_LUHQ01000003_LUHQ01000003_1	10400001	10500001	13245	50965
ENA_LUHQ01000003_LUHQ01000003_1	10500001	10600001	26657	61134
ENA_LUHQ01000003_LUHQ01000003_1	10600001	10700001	19293	67742
ENA_LUHQ01000003_LUHQ01000003_1	10700001	10800001	21274	47857
ENA_LUHQ01000003_LUHQ01000003_1	10800001	10900001	15232	52243
ENA_LUHQ01000003_LUHQ01000003_1	10900001	11000001	13635	36553
ENA_LUHQ01000003_LUHQ01000003_1	11000001	11100001	23664	57082
ENA_LUHQ01000003_LUHQ01000003_1	11100001	11200001	23967	54701
ENA_LUHQ01000003_LUHQ01000003_1	11200001	11300001	31879	58317
ENA_LUHQ01000003_LUHQ01000003_1	11300001	11400001	18164	46100
ENA_LUHQ01000003_LUHQ01000003_1	11400001	11500001	71664	98844
ENA_LUHQ01000003_LUHQ01000003_1	11500001	11600001	46993	67683
ENA_LUHQ01000003_LUHQ01000003_1	11600001	11700001	36283	52991
ENA_LUHQ01000003_LUHQ01000003_1	11700001	11800001	101951	130992
ENA_LUHQ01000003_LUHQ01000003_1	11800001	11900001	73993	94286
ENA_LUHQ01000003_LUHQ01000003_1	11900001	12000001	29190	52359
ENA_LUHQ01000003_LUHQ01000003_1	12000001	12100001	60398	79700
ENA_LUHQ01000003_LUHQ01000003_1	12100001	12200001	39523	58921
ENA_LUHQ01000003_LUHQ01000003_1	12200001	12300001	49596	59709
ENA_LUHQ01000003_LUHQ01000003_1	12300001	12400001	90114	109558
ENA_LUHQ01000003_LUHQ01000003_1	12400001	12500001	137986	180040
ENA_LUHQ01000003_LUHQ01000003_1	12500001	12600001	74674	101418
ENA_LUHQ01000003_LUHQ01000003_1	12600001	12700001	58503	118752
ENA_LUHQ01000003_LUHQ01000003_1	12700001	12800001	84365	102240
ENA_LUHQ01000003_LUHQ01000003_1	12800001	12900001	63087	76782
ENA_LUHQ01000003_LUHQ01000003_1	12900001	13000001	96421	114413
ENA_LUHQ01000003_LUHQ01000003_1	13000001	13100001	107480	133182
ENA_LUHQ01000003_LUHQ01000003_1	13100001	13200001	124123	153885
ENA_LUHQ01000003_LUHQ01000003_1	13200001	13300001	40334	55316
ENA_LUHQ01000003_LUHQ01000003_1	13300001	13400001	59747	81823
ENA_LUHQ01000003_LUHQ01000003_1	13400001	13500001	61573	78232
ENA_LUHQ01000003_LUHQ01000003_1	13500001	13600001	82853	101607
ENA_LUHQ01000003_LUHQ01000003_1	13600001	13700001	77807	96385
ENA_LUHQ01000003_LUHQ01000003_1	13700001	13800001	59604	78167
ENA_LUHQ01000003_LUHQ01000003_1	13800001	13900001	81237	98589
ENA_LUHQ01000003_LUHQ01000003_1	13900001	14000001	58236	80723
ENA_LUHQ01000003_LUHQ01000003_1	14000001	14100001	74918	92313
ENA_LUHQ01000003_LUHQ01000003_1	14100001	14200001	142747	212303
ENA_LUHQ01000003_LUHQ01000003_1	14200001	14300001	64804	82576
ENA_LUHQ01000003_LUHQ01000003_1	14300001	14400001	65541	90539
ENA_LUHQ01000003_LUHQ01000003_1	14400001	14500001	46203	64056
ENA_LUHQ01000003_LUHQ01000003_1	14500001	14600001	31509	44520
ENA_LUHQ01000003_LUHQ01000003_1	14600001	14700001	60770	84551
ENA_LUHQ01000003_LUHQ01000003_1	14700001	14800001	32896	56276
ENA_LUHQ01000003_LUHQ01000003_1	14800001	14900001	49020	73430
ENA_LUHQ01000003_LUHQ01000003_1	14900001	15000001	27464	55045
ENA_LUHQ01000003_LUHQ01000003_1	15000001	15100001	28738	61962
ENA_LUHQ01000003_LUHQ01000003_1	15100001	15200001	15101	49538
ENA_LUHQ01000003_LUHQ01000003_1	15200001	15300001	6076	24044
ENA_LUHQ01000003_LUHQ01000003_1	15300001	15400001	11795	30437
ENA_LUHQ01000003_LUHQ01000003_1	15400001	15500001	47179	83168
ENA_LUHQ01000003_LUHQ01000003_1	15500001	15600001	18022	59263
ENA_LUHQ01000003_LUHQ01000003_1	15600001	15700001	16634	55840
ENA_LUHQ01000003_LUHQ01000003_1	15700001	15800001	29475	59087
ENA_LUHQ01000003_LUHQ01000003_1	15800001	15900001	17994	52248
ENA_LUHQ01000003_LUHQ01000003_1	15900001	16000001	14209	54848
ENA_LUHQ01000003_LUHQ01000003_1	16000001	16100001	14913	44539
ENA_LUHQ01000003_LUHQ01000003_1	16100001	16200001	12207	56701
ENA_LUHQ01000003_LUHQ01000003_1	16200001	16300001	11638	59227
ENA_LUHQ01000003_LUHQ01000003_1	16300001	16400001	21150	64026
ENA_LUHQ01000003_LUHQ01000003_1	16400001	16500001	13080	58805
ENA_LUHQ01000003_LUHQ01000003_1	16500001	16600001	20972	64910
ENA_LUHQ01000003_LUHQ01000003_1	16600001	16700001	20636	70225
ENA_LUHQ01000003_LUHQ01000003_1	16700001	16800001	5985	52066
ENA_LUHQ01000003_LUHQ01000003_1	16800001	16900001	14428	61099
ENA_LUHQ01000003_LUHQ01000003_1	16900001	17000001	17467	48031
ENA_LUHQ01000003_LUHQ01000003_1	17000001	17100001	7799	57573
ENA_LUHQ01000003_LUHQ01000003_1	17100001	17200001	10780	56853
ENA_LUHQ01000003_LUHQ01000003_1	17200001	17300001	13427	60399
ENA_LUHQ01000003_LUHQ01000003_1	17300001	17400001	10313	61231
ENA_LUHQ01000003_LUHQ01000003_1	17400001	17500001	13228	62059
ENA_LUHQ01000003_LUHQ01000003_1	17500001	17600001	8887	56495
ENA_LUHQ01000003_LUHQ01000003_1	17600001	17700001	39574	97491
ENA_LUHQ01000003_LUHQ01000003_1	17700001	17800001	6124	59663
ENA_LUHQ01000003_LUHQ01000003_1	17800001	17900001	14930	67251
ENA_LUHQ01000003_LUHQ01000003_1	17900001	18000001	8025	41941
ENA_LUHQ01000003_LUHQ01000003_1	18000001	18100001	9264	64163
ENA_LUHQ01000003_LUHQ01000003_1	18100001	18200001	9563	63650
ENA_LUHQ01000003_LUHQ01000003_1	18200001	18300001	7250	57740
ENA_LUHQ01000003_LUHQ01000003_1	18300001	18400001	7168	57617
ENA_LUHQ01000003_LUHQ01000003_1	18400001	18500001	3755	58720
ENA_LUHQ01000003_LUHQ01000003_1	18500001	18600001	9239	48651
ENA_LUHQ01000003_LUHQ01000003_1	18600001	18700001	4197	60607
ENA_LUHQ01000003_LUHQ01000003_1	18700001	18800001	6148	54764
ENA_LUHQ01000003_LUHQ01000003_1	18800001	18900001	6815	58468
ENA_LUHQ01000003_LUHQ01000003_1	18900001	19000001	6854	59246
ENA_LUHQ01000003_LUHQ01000003_1	19000001	19100001	5241	61620
ENA_LUHQ01000003_LUHQ01000003_1	19100001	19200001	5978	62838
ENA_LUHQ01000003_LUHQ01000003_1	19200001	19300001	8979	56625
ENA_LUHQ01000003_LUHQ01000003_1	19300001	19400001	9158	42302
ENA_LUHQ01000003_LUHQ01000003_1	19400001	19500001	11616	55138
ENA_LUHQ01000003_LUHQ01000003_1	19500001	19600001	10145	52894
ENA_LUHQ01000003_LUHQ01000003_1	19600001	19700001	6879	49286
ENA_LUHQ01000003_LUHQ01000003_1	19700001	19800001	9856	52154
ENA_LUHQ01000003_LUHQ01000003_1	19800001	19900001	4694	46536
ENA_LUHQ01000003_LUHQ01000003_1	19900001	20000001	4330	52545
ENA_LUHQ01000003_LUHQ01000003_1	20000001	20100001	8378	58451
ENA_LUHQ01000003_LUHQ01000003_1	20100001	20200001	7723	56556
ENA_LUHQ01000003_LUHQ01000003_1	20200001	20300001	7792	57859
ENA_LUHQ01000003_LUHQ01000003_1	20300001	20400001	6652	59415
ENA_LUHQ01000003_LUHQ01000003_1	20400001	20500001	6352	56974
ENA_LUHQ01000003_LUHQ01000003_1	20500001	20600001	5061	52871
ENA_LUHQ01000003_LUHQ01000003_1	20600001	20700001	8051	59931
ENA_LUHQ01000003_LUHQ01000003_1	20700001	20800001	5148	53388
ENA_LUHQ01000003_LUHQ01000003_1	20800001	20900001	8594	54509
ENA_LUHQ01000003_LUHQ01000003_1	20900001	21000001	4412	59760
ENA_LUHQ01000003_LUHQ01000003_1	21000001	21100001	7869	59485
ENA_LUHQ01000003_LUHQ01000003_1	21100001	21200001	10169	53147
ENA_LUHQ01000003_LUHQ01000003_1	21200001	21300001	7202	54847
ENA_LUHQ01000003_LUHQ01000003_1	21300001	21400001	6702	61796
ENA_LUHQ01000003_LUHQ01000003_1	21400001	21500001	9130	66290
ENA_LUHQ01000003_LUHQ01000003_1	21500001	21600001	6352	63031
ENA_LUHQ01000003_LUHQ01000003_1	21600001	21700001	8228	61203
ENA_LUHQ01000003_LUHQ01000003_1	21700001	21800001	8002	58700
ENA_LUHQ01000003_LUHQ01000003_1	21800001	21900001	8558	68601
ENA_LUHQ01000003_LUHQ01000003_1	21900001	22000001	6049	66994
ENA_LUHQ01000003_LUHQ01000003_1	22000001	22100001	4162	59299
ENA_LUHQ01000003_LUHQ01000003_1	22100001	22200001	7143	63674
ENA_LUHQ01000003_LUHQ01000003_1	22200001	22300001	15460	76726
ENA_LUHQ01000003_LUHQ01000003_1	22300001	22400001	7383	67364
ENA_LUHQ01000003_LUHQ01000003_1	22400001	22500001	3388	61505
ENA_LUHQ01000003_LUHQ01000003_1	22500001	22588153	10375	55555
